text,category,urgency
I need help - none of the buttons on the platform are responding.,TECHNICAL,MEDIUM
"Please help immediately - i was charged $1,200 but my order was cancelled. This is affecting my work.",PAYMENT,HIGH
This is really frustrating - the wrong amount was charged to my card. This is affecting my work.,PAYMENT,HIGH
This is really frustrating - i keep getting logged out of my account. Please fix this ASAP.,ACCOUNT,HIGH
I need help - i'm being charged a fee I don't recognize.,PAYMENT,MEDIUM
My invoice shows an incorrect total. Can someone help?,PAYMENT,MEDIUM
Please help immediately - please refund my payment.,REFUND,HIGH
This is really frustrating - the app crashes every time I open it on my Chrome browser.,TECHNICAL,HIGH
Do you offer gift cards.,OTHER,LOW
Could someone assist - when will I receive my refund. Can someone help?,REFUND,MEDIUM
The transaction failed at checkout. Let me know.,PAYMENT,MEDIUM
"Whenever you get a chance, i'm not sure who to contact about this. No hurry.",OTHER,LOW
I want to file a complaint. Please fix this ASAP.,OTHER,HIGH
Quick question - i have a general question. No hurry.,OTHER,LOW
I need this fixed soon - the portal froze and I lost all my work.,TECHNICAL,HIGH
This is an emergency - my refund of $430 still hasn't shown up after 3 days. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
I need this fixed soon - i keep getting 500 when I try to log in. I need a resolution today.,TECHNICAL,HIGH
How do I contact a human representative.,OTHER,MEDIUM
This is really frustrating - my refund request was denied and I don't understand why. I need a resolution today.,REFUND,HIGH
This needs to be resolved right now - someone else logged into my user account. I demand an immediate resolution.,ACCOUNT,CRITICAL
I need help - the app logged me out randomly. Can someone help?,TECHNICAL,MEDIUM
I have an issue with my order. Please advise.,OTHER,MEDIUM
The notifications are not working. Please advise.,TECHNICAL,MEDIUM
"Whenever you get a chance, i need assistance. Whenever convenient.",OTHER,LOW
"Whenever you get a chance, i want to unsubscribe from marketing emails. Whenever convenient.",OTHER,LOW
I'm having trouble - can I change my delivery address.,DELIVERY,MEDIUM
"Whenever you get a chance, i need to change the delivery date for #46463. Whenever convenient.",DELIVERY,LOW
"No rush, but i'm not sure who to contact about this. Thanks.",OTHER,LOW
"No rush, but what are your business hours. Thanks.",OTHER,LOW
I cannot access my account. This is affecting my work.,ACCOUNT,HIGH
This is unacceptable - i need a refund because the delivery never arrived. I want this escalated immediately.,REFUND,CRITICAL
I need to change the delivery date for #21226. Whenever convenient.,DELIVERY,LOW
My shipment is stuck in customs. Please fix this ASAP.,DELIVERY,HIGH
"No rush, but when will I receive my refund. Whenever convenient.",REFUND,LOW
This needs to be resolved right now - the website is completely down. I want this escalated immediately.,TECHNICAL,CRITICAL
I need help - i want to cancel my order and get a refund. Let me know.,REFUND,MEDIUM
"Whenever you get a chance, i have a question about your privacy policy. Whenever convenient.",OTHER,LOW
Could someone assist - i need help with something. Can someone help?,OTHER,MEDIUM
"Just wondering, the discount code did not apply at checkout. Whenever convenient.",PAYMENT,LOW
I need help - the courier never showed up. Let me know.,DELIVERY,MEDIUM
I can't update my billing address on my membership. Please advise.,ACCOUNT,MEDIUM
I need help - my payment is stuck processing for 3 days. Let me know.,PAYMENT,MEDIUM
I need help - my payment is stuck processing for two weeks. Can someone help?,PAYMENT,MEDIUM
I need this fixed soon - my order has not been delivered. Please fix this ASAP.,DELIVERY,HIGH
"Just wondering, my account shows the wrong information.",ACCOUNT,LOW
PayPal payment did not go through. Please fix this ASAP.,PAYMENT,HIGH
I need to update my payment method. Please advise.,PAYMENT,MEDIUM
I want to file a complaint.,OTHER,HIGH
I'm having trouble - please refund my payment. Can someone help?,REFUND,MEDIUM
Quick question - can I get a copy of my receipt. Whenever convenient.,PAYMENT,LOW
I'm having trouble - my dashboard shows the wrong information. Can someone help?,ACCOUNT,MEDIUM
This needs to be resolved right now - the API keeps returning 404.,TECHNICAL,CRITICAL
I received the wrong item in my delivery. Please fix this ASAP.,DELIVERY,HIGH
Please help immediately - i only received part of my package. Please fix this ASAP.,DELIVERY,HIGH
I want to unsubscribe from marketing emails. No hurry.,OTHER,LOW
This is really frustrating - payPal payment did not go through.,PAYMENT,HIGH
I'm having trouble - payment is not going through. Let me know.,PAYMENT,MEDIUM
"Whenever you get a chance, there's a bug in the latest update. No hurry.",TECHNICAL,LOW
I need this fixed soon - i need a refund because the package never arrived. This is affecting my work.,REFUND,HIGH
This needs to be resolved right now - my user account was suspended without warning.,ACCOUNT,CRITICAL
"Whenever you get a chance, is there a student discount available. Thanks.",OTHER,LOW
This is urgent - my order was left at the wrong address. I need a resolution today.,DELIVERY,HIGH
This is really frustrating - i want to cancel my order and get a refund. I need a resolution today.,REFUND,HIGH
Could someone assist - my payment is stuck processing for two weeks.,PAYMENT,MEDIUM
When will I receive my refund. Can someone help?,REFUND,MEDIUM
My shipment is stuck in customs.,DELIVERY,MEDIUM
"Whenever you get a chance, i want to update my username. No hurry.",ACCOUNT,LOW
Could someone assist - i was billed in the wrong currency. Please advise.,PAYMENT,MEDIUM
I want to merge two accounts. Thanks.,ACCOUNT,LOW
Can I change my delivery address. Can someone help?,DELIVERY,MEDIUM
Quick question - i need assistance. Whenever convenient.,OTHER,LOW
Could someone assist - the notifications are not working. Please advise.,TECHNICAL,MEDIUM
Could someone assist - the courier never showed up. Can someone help?,DELIVERY,MEDIUM
URGENT - someone else logged into my login. I demand an immediate resolution.,ACCOUNT,CRITICAL
I can't upload files on the platform.,TECHNICAL,HIGH
The tracking hasn't updated in a week.,DELIVERY,HIGH
I need help - i forgot my password for my login. Please advise.,ACCOUNT,MEDIUM
"Just wondering, do you offer gift cards. Whenever convenient.",OTHER,LOW
I'm having trouble - payment is not going through. Please advise.,PAYMENT,MEDIUM
"This needs to be resolved right now - i see an unauthorized charge of $1,200 on my account. I demand an immediate resolution.",PAYMENT,CRITICAL
Could someone assist - the mobile app logged me out randomly.,TECHNICAL,MEDIUM
I need help - the order has not arrived yet. Please advise.,DELIVERY,MEDIUM
I'm having trouble - the tracking hasn't updated in 2 days.,DELIVERY,MEDIUM
I need help - i cannot access my user account.,ACCOUNT,MEDIUM
This needs to be resolved right now - the app crashes every time I open it on my Android phone.,TECHNICAL,CRITICAL
This is urgent - i was charged twice for the same order.,PAYMENT,HIGH
I'm having trouble - my two-factor authentication isn't working. Please advise.,ACCOUNT,MEDIUM
The refund policy is unclear to me. Thanks.,REFUND,LOW
I need help - my parcel arrived damaged. Can someone help?,DELIVERY,MEDIUM
"Whenever you get a chance, when will I receive my refund. Thanks.",REFUND,LOW
This is urgent - can I speak to a manager.,OTHER,HIGH
This is really frustrating - my payment failed. Please fix this ASAP.,PAYMENT,HIGH
This is really frustrating - my subscription renewed but I cancelled it last month. This is affecting my work.,PAYMENT,HIGH
This is really frustrating - my dashboard is locked. Please fix this ASAP.,ACCOUNT,HIGH
I am extremely upset - the application keeps crashing. I demand an immediate resolution.,TECHNICAL,CRITICAL
This is really frustrating - my refund request was denied and I don't understand why. This is affecting my work.,REFUND,HIGH
"Just wondering, i'm not sure who to contact about this. No hurry.",OTHER,LOW
I'm having trouble - my payment is stuck processing for several days.,PAYMENT,MEDIUM
"Whenever you get a chance, i have a question about your privacy policy. Thanks.",OTHER,LOW
This is an emergency - the portal froze and I lost all my work. I demand an immediate resolution.,TECHNICAL,CRITICAL
I need help - my subscription is linked to the wrong login. Can someone help?,ACCOUNT,MEDIUM
I need help - none of the buttons on the system are responding. Please advise.,TECHNICAL,MEDIUM
Quick question - is there a student discount available. Thanks.,OTHER,LOW
I need this fixed soon - please help me recover my old login. I need a resolution today.,ACCOUNT,HIGH
"No rush, but the notifications are not working.",TECHNICAL,LOW
This needs to be resolved right now - my order #50306 shows delivered but I never received it. This is completely unacceptable and needs fixing NOW.,DELIVERY,CRITICAL
I need help - the portal is not compatible with my desktop. Please advise.,TECHNICAL,MEDIUM
I'm having trouble - the checkout page keeps rejecting my card. Can someone help?,PAYMENT,MEDIUM
"Just wondering, can you help me. Whenever convenient.",OTHER,LOW
I need this fixed soon - my order has not been delivered. I need a resolution today.,DELIVERY,HIGH
I'm having trouble - i have an issue with my order. Please advise.,OTHER,MEDIUM
I'm having trouble - the delivery driver couldn't find my address. Please advise.,DELIVERY,MEDIUM
How do I request a refund. Whenever convenient.,REFUND,LOW
I have a general question.,OTHER,LOW
I need help - my delivery is delayed.,DELIVERY,MEDIUM
I can't update my billing address on my user account.,ACCOUNT,MEDIUM
URGENT - i have not received my refund. I want this escalated immediately.,REFUND,CRITICAL
Please help immediately - my card was declined. I need a resolution today.,PAYMENT,HIGH
Can I get a copy of my receipt.,PAYMENT,LOW
This needs to be resolved right now - my refund of $250 still hasn't shown up after 3 days.,REFUND,CRITICAL
This is urgent - my shipment is stuck in customs.,DELIVERY,HIGH
This needs to be resolved right now - i want to dispute a charge and request a refund. I want this escalated immediately.,REFUND,CRITICAL
This needs to be resolved right now - i see an unauthorized charge of $5.99 on my account. I demand an immediate resolution.,PAYMENT,CRITICAL
Please help immediately - payment is not going through. I need a resolution today.,PAYMENT,HIGH
"Just wondering, can you refund my subscription for this month.",REFUND,LOW
My saved card is not showing up anymore. Please advise.,PAYMENT,MEDIUM
This is unacceptable - the API keeps returning 500.,TECHNICAL,CRITICAL
Could someone assist - i cannot log into my profile.,ACCOUNT,MEDIUM
This is urgent - i was charged a restocking fee I wasn't told about. This is affecting my work.,REFUND,HIGH
My delivery is delayed. Can someone help?,DELIVERY,MEDIUM
Please help immediately - the page is not loading.,TECHNICAL,HIGH
I am extremely upset - the application keeps crashing. I want this escalated immediately.,TECHNICAL,CRITICAL
My parcel has been sitting at the warehouse for 3 days.,DELIVERY,MEDIUM
Could someone assist - my saved card is not showing up anymore. Let me know.,PAYMENT,MEDIUM
I need help - i need assistance. Let me know.,OTHER,MEDIUM
Could someone assist - my delivery is delayed. Can someone help?,DELIVERY,MEDIUM
"Just wondering, i have a general question. Thanks.",OTHER,LOW
I need help - i want to cancel my order and get a refund.,REFUND,MEDIUM
I'm being charged a fee I don't recognize. Please advise.,PAYMENT,MEDIUM
"No rush, but i want to unsubscribe from marketing emails. No hurry.",OTHER,LOW
Please help immediately - my package arrived damaged. This is affecting my work.,DELIVERY,HIGH
Can I get a copy of my receipt. Whenever convenient.,PAYMENT,LOW
"No rush, but can I change my delivery address. Thanks.",DELIVERY,LOW
I was charged $250 but my order was cancelled. This is affecting my work.,PAYMENT,HIGH
My order has not been delivered. Please fix this ASAP.,DELIVERY,HIGH
"Whenever you get a chance, i need assistance. Thanks.",OTHER,LOW
I need this fixed soon - my profile was suspended without warning. I need a resolution today.,ACCOUNT,HIGH
This is unacceptable - someone else logged into my user account. I want this escalated immediately.,ACCOUNT,CRITICAL
Please help immediately - my order #13278 shows delivered but I never received it. This is affecting my work.,DELIVERY,HIGH
This needs to be resolved right now - i keep getting null pointer exception when I try to log in.,TECHNICAL,CRITICAL
Quick question - i want to switch my payment method to a different card. Whenever convenient.,PAYMENT,LOW
"No rush, but the refund policy is unclear to me. No hurry.",REFUND,LOW
I'm having trouble - i want a refund for my order.,REFUND,MEDIUM
I need help with something. Can someone help?,OTHER,MEDIUM
Please help immediately - my delivery is delayed. Please fix this ASAP.,DELIVERY,HIGH
I'm having trouble - i have an issue with my order.,OTHER,MEDIUM
This is urgent - i cannot access my profile. This is affecting my work.,ACCOUNT,HIGH
Please help immediately - i cannot log into my dashboard. I need a resolution today.,ACCOUNT,HIGH
How do I request a refund. Please advise.,REFUND,MEDIUM
This is really frustrating - i'm stuck on a loading screen. I need a resolution today.,TECHNICAL,HIGH
This needs to be resolved right now - i see an unauthorized charge of $89.00 on my account. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
Could someone assist - i need assistance. Let me know.,OTHER,MEDIUM
Please help immediately - my payment is stuck processing for 2 days.,PAYMENT,HIGH
I need help - can I get a refund instead of store credit. Let me know.,REFUND,MEDIUM
This is really frustrating - i'm seeing a blank screen instead of the dashboard.,TECHNICAL,HIGH
I'm having trouble - i was charged a restocking fee I wasn't told about. Please advise.,REFUND,MEDIUM
Please help immediately - payment is not going through. Please fix this ASAP.,PAYMENT,HIGH
The app froze and I lost all my work.,TECHNICAL,HIGH
Quick question - the notifications are not working.,TECHNICAL,LOW
I need this fixed soon - my shipment #48469 shows delivered but I never received it. I need a resolution today.,DELIVERY,HIGH
My payment is stuck processing for 2 days. Please fix this ASAP.,PAYMENT,HIGH
The order has not arrived yet. Can someone help?,DELIVERY,MEDIUM
I need help - i want a refund for my order.,REFUND,MEDIUM
I'm having trouble - i'm being charged a fee I don't recognize. Let me know.,PAYMENT,MEDIUM
I need this fixed soon - the order has not arrived yet. Please fix this ASAP.,DELIVERY,HIGH
I am getting an error on the website.,TECHNICAL,HIGH
"Whenever you get a chance, how do I contact a human representative. No hurry.",OTHER,LOW
This is urgent - the package is missing items.,DELIVERY,HIGH
I need this fixed soon - i cannot access my dashboard. I need a resolution today.,ACCOUNT,HIGH
I need to reset my password. Can someone help?,ACCOUNT,MEDIUM
URGENT - my parcel #18326 shows delivered but I never received it. I demand an immediate resolution.,DELIVERY,CRITICAL
This needs to be resolved right now - i see an unauthorized charge of $49.99 on my account. I demand an immediate resolution.,PAYMENT,CRITICAL
I need this fixed soon - the wrong amount was charged to my card. This is affecting my work.,PAYMENT,HIGH
I need help - the transaction failed at checkout.,PAYMENT,MEDIUM
This is really frustrating - i keep getting logged out of my user account.,ACCOUNT,HIGH
I want a refund for my order. Please advise.,REFUND,MEDIUM
I need help - the tracking hasn't updated in several days. Let me know.,DELIVERY,MEDIUM
I need help - my saved card is not showing up anymore. Let me know.,PAYMENT,MEDIUM
"No rush, but how do I delete my profile. Whenever convenient.",ACCOUNT,LOW
URGENT - my subscription renewed but I cancelled it last month.,PAYMENT,CRITICAL
URGENT - my parcel #10851 shows delivered but I never received it.,DELIVERY,CRITICAL
Could someone assist - the platform logged me out randomly. Can someone help?,TECHNICAL,MEDIUM
I'm having trouble - none of the buttons on the app are responding.,TECHNICAL,MEDIUM
I need this fixed soon - can I speak to a manager.,OTHER,HIGH
How do I delete my membership. Whenever convenient.,ACCOUNT,LOW
This is an emergency - my refund was sent to the wrong card. I want this escalated immediately.,REFUND,CRITICAL
I am extremely upset - the app crashes every time I open it on my laptop. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
I need help - the system is not compatible with my iPhone.,TECHNICAL,MEDIUM
I need this fixed soon - payPal payment did not go through. Please fix this ASAP.,PAYMENT,HIGH
This is unacceptable - i see an unauthorized charge of $199 on my account. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
I need help - can I speak to a manager. Can someone help?,OTHER,MEDIUM
I am extremely upset - my refund of $5.99 still hasn't shown up after 10 days.,REFUND,CRITICAL
This is unacceptable - i keep getting 404 when I try to log in.,TECHNICAL,CRITICAL
I need this fixed soon - my shipment is stuck in customs. Please fix this ASAP.,DELIVERY,HIGH
I need this fixed soon - my parcel has been sitting at the warehouse for several days. Please fix this ASAP.,DELIVERY,HIGH
I need help - none of the buttons on the portal are responding. Can someone help?,TECHNICAL,MEDIUM
My order has not been delivered. This is affecting my work.,DELIVERY,HIGH
Could someone assist - can I speak to a manager. Please advise.,OTHER,MEDIUM
Please help immediately - i have not received my refund. I need a resolution today.,REFUND,HIGH
Could someone assist - none of the buttons on the website are responding. Please advise.,TECHNICAL,MEDIUM
"Just wondering, can I get a copy of my receipt. Thanks.",PAYMENT,LOW
"Whenever you get a chance, is there a student discount available. No hurry.",OTHER,LOW
I keep getting logged out of my membership.,ACCOUNT,HIGH
This is really frustrating - the page is not loading. I need a resolution today.,TECHNICAL,HIGH
Please help immediately - the tracking hasn't updated in two weeks. This is affecting my work.,DELIVERY,HIGH
This is urgent - i was only refunded part of the amount. Please fix this ASAP.,REFUND,HIGH
This is really frustrating - payPal payment did not go through. This is affecting my work.,PAYMENT,HIGH
"No rush, but i'd like to give some feedback about your service.",OTHER,LOW
This is urgent - refund shows processed but I don't see it in my bank. This is affecting my work.,REFUND,HIGH
My subscription is linked to the wrong profile. Let me know.,ACCOUNT,MEDIUM
"Just wondering, can I get a refund instead of store credit. Whenever convenient.",REFUND,LOW
Please help immediately - my refund request was denied and I don't understand why. Please fix this ASAP.,REFUND,HIGH
"Just wondering, can I change my delivery address. Whenever convenient.",DELIVERY,LOW
This is urgent - i cannot log into my account.,ACCOUNT,HIGH
Please help immediately - i want to cancel my order and get a refund. Please fix this ASAP.,REFUND,HIGH
Quick question - i need to reschedule my delivery. Thanks.,DELIVERY,LOW
I was only refunded part of the amount. I need a resolution today.,REFUND,HIGH
I need help - payPal payment did not go through.,PAYMENT,MEDIUM
Please help immediately - the courier never showed up.,DELIVERY,HIGH
"Just wondering, i need help with something. Whenever convenient.",OTHER,LOW
Could someone assist - my delivery has been sitting at the warehouse for a week. Please advise.,DELIVERY,MEDIUM
"Whenever you get a chance, do you have a loyalty program. Thanks.",OTHER,LOW
The app crashes every time I open it on my laptop.,TECHNICAL,HIGH
I'm having trouble - can I speak to a manager. Can someone help?,OTHER,MEDIUM
I'm having trouble - i keep getting logged out of my profile.,ACCOUNT,MEDIUM
I'm seeing a blank screen instead of the dashboard. Can someone help?,TECHNICAL,MEDIUM
I'm having trouble - i can't verify my email address. Please advise.,ACCOUNT,MEDIUM
This needs to be resolved right now - the API keeps returning null pointer exception. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
I need this fixed soon - my refund was sent to the wrong card. I need a resolution today.,REFUND,HIGH
This is urgent - my refund of $430 still hasn't shown up after 5 days. This is affecting my work.,REFUND,HIGH
This needs to be resolved right now - i see an unauthorized charge of $49.99 on my account.,PAYMENT,CRITICAL
I need this fixed soon - the page is not loading. Please fix this ASAP.,TECHNICAL,HIGH
Please help immediately - my two-factor authentication isn't working. Please fix this ASAP.,ACCOUNT,HIGH
I'm having trouble - i'm not sure who to contact about this. Can someone help?,OTHER,MEDIUM
I'm having trouble - i was only refunded part of the amount. Let me know.,REFUND,MEDIUM
This is unacceptable - the app froze and I lost all my work. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
Could someone assist - the portal is not compatible with my iPhone.,TECHNICAL,MEDIUM
This is unacceptable - my refund of $15.75 still hasn't shown up after 3 days. I demand an immediate resolution.,REFUND,CRITICAL
My refund was sent to the wrong card.,REFUND,HIGH
Please help immediately - my refund was sent to the wrong card. I need a resolution today.,REFUND,HIGH
"Whenever you get a chance, i have a general question. No hurry.",OTHER,LOW
This is unacceptable - i need a refund because the package never arrived. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
URGENT - i was charged twice for the same order. I want this escalated immediately.,PAYMENT,CRITICAL
Please help immediately - the courier never showed up. This is affecting my work.,DELIVERY,HIGH
I cannot log into my membership.,ACCOUNT,MEDIUM
I want to cancel my order and get a refund. This is affecting my work.,REFUND,HIGH
"No rush, but i have a suggestion for a new feature. No hurry.",OTHER,LOW
"No rush, but i have a question about your privacy policy. No hurry.",OTHER,LOW
This is an emergency - my refund of $430 still hasn't shown up after 3 days. I demand an immediate resolution.,REFUND,CRITICAL
"No rush, but how long does a refund usually take. Whenever convenient.",REFUND,LOW
This is an emergency - i see an unauthorized charge of $15.75 on my account. I demand an immediate resolution.,PAYMENT,CRITICAL
I'm having trouble - please refund my payment. Let me know.,REFUND,MEDIUM
Please help immediately - my order arrived damaged. This is affecting my work.,DELIVERY,HIGH
I need information about your terms of service. Thanks.,OTHER,LOW
This is really frustrating - i keep getting logged out of my membership.,ACCOUNT,HIGH
This is urgent - i returned my item but haven't been refunded. This is affecting my work.,REFUND,HIGH
This is really frustrating - i can't upload files on the mobile app. Please fix this ASAP.,TECHNICAL,HIGH
I'm having trouble - i'm stuck on a loading screen.,TECHNICAL,MEDIUM
This is really frustrating - my order has been sitting at the warehouse for 10 days.,DELIVERY,HIGH
"Just wondering, my membership shows the wrong information. Thanks.",ACCOUNT,LOW
Could someone assist - my two-factor authentication isn't working. Let me know.,ACCOUNT,MEDIUM
"Whenever you get a chance, can you refund my subscription for this month. Thanks.",REFUND,LOW
Please help immediately - i was charged a restocking fee I wasn't told about. This is affecting my work.,REFUND,HIGH
I'm having trouble - how do I contact a human representative.,OTHER,MEDIUM
This is unacceptable - someone else logged into my membership.,ACCOUNT,CRITICAL
I need this fixed soon - i was billed in the wrong currency. I need a resolution today.,PAYMENT,HIGH
My account shows the wrong information. Thanks.,ACCOUNT,LOW
This needs to be resolved right now - my refund of $49.99 still hasn't shown up after 3 days. I demand an immediate resolution.,REFUND,CRITICAL
"Just wondering, when will I receive my refund. Whenever convenient.",REFUND,LOW
This is unacceptable - i have not received my refund. I want this escalated immediately.,REFUND,CRITICAL
Could someone assist - payPal payment did not go through. Please advise.,PAYMENT,MEDIUM
"No rush, but can you help me.",OTHER,LOW
Could someone assist - the discount code did not apply at checkout. Please advise.,PAYMENT,MEDIUM
The app is not compatible with my Android phone. Please advise.,TECHNICAL,MEDIUM
I need help - the delivery driver couldn't find my address. Can someone help?,DELIVERY,MEDIUM
I'm having trouble - i'm not sure who to contact about this.,OTHER,MEDIUM
How do I delete my login. Thanks.,ACCOUNT,LOW
I need this fixed soon - my order is stuck in customs. This is affecting my work.,DELIVERY,HIGH
Quick question - i'd like to give some feedback about your service. Whenever convenient.,OTHER,LOW
Could someone assist - i want to file a complaint. Please advise.,OTHER,MEDIUM
Could someone assist - my user account shows the wrong information. Can someone help?,ACCOUNT,MEDIUM
I need this fixed soon - the package is missing items. This is affecting my work.,DELIVERY,HIGH
I have an issue with my order. Can someone help?,OTHER,MEDIUM
This is really frustrating - i only received part of my shipment. This is affecting my work.,DELIVERY,HIGH
This is unacceptable - i was charged twice for the same order. I want this escalated immediately.,PAYMENT,CRITICAL
"Whenever you get a chance, can you help me. No hurry.",OTHER,LOW
I need this fixed soon - none of the buttons on the mobile app are responding. This is affecting my work.,TECHNICAL,HIGH
"Just wondering, i'm not sure who to contact about this. Whenever convenient.",OTHER,LOW
This is an emergency - i need a refund because the delivery never arrived. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
Can I get a refund instead of store credit. No hurry.,REFUND,LOW
I need help - payPal payment did not go through. Please advise.,PAYMENT,MEDIUM
Could someone assist - the system is not compatible with my tablet. Please advise.,TECHNICAL,MEDIUM
Please help immediately - my refund of $199 still hasn't shown up after 10 days. Please fix this ASAP.,REFUND,HIGH
This is urgent - my payment is stuck processing for two weeks. This is affecting my work.,PAYMENT,HIGH
"Whenever you get a chance, i need to reschedule my delivery.",DELIVERY,LOW
"Just wondering, i need to change the delivery date for #32431. No hurry.",DELIVERY,LOW
Could someone assist - can you expedite my parcel. Can someone help?,DELIVERY,MEDIUM
I need help - how do I contact a human representative. Let me know.,OTHER,MEDIUM
This is urgent - i can't upload files on the website. Please fix this ASAP.,TECHNICAL,HIGH
Could someone assist - my subscription is linked to the wrong profile. Let me know.,ACCOUNT,MEDIUM
Please help immediately - i want a refund for my order. Please fix this ASAP.,REFUND,HIGH
I need this fixed soon - the mobile app froze and I lost all my work. This is affecting my work.,TECHNICAL,HIGH
"Whenever you get a chance, i need to change the delivery date for #55082.",DELIVERY,LOW
"Whenever you get a chance, the discount code did not apply at checkout.",PAYMENT,LOW
I need help - i never received the verification code. Let me know.,ACCOUNT,MEDIUM
URGENT - the app crashes every time I open it on my laptop. I want this escalated immediately.,TECHNICAL,CRITICAL
"No rush, but i want to merge two accounts. No hurry.",ACCOUNT,LOW
I'm having trouble - i can't upload files on the app. Please advise.,TECHNICAL,MEDIUM
"Whenever you get a chance, how do I delete my account. No hurry.",ACCOUNT,LOW
I need this fixed soon - none of the buttons on the system are responding. Please fix this ASAP.,TECHNICAL,HIGH
Quick question - when will I receive my refund. Thanks.,REFUND,LOW
I'm having trouble - the app is very slow. Please advise.,TECHNICAL,MEDIUM
I need this fixed soon - my delivery is delayed.,DELIVERY,HIGH
"Just wondering, this is regarding a partnership inquiry.",OTHER,LOW
This is really frustrating - i cannot log into my dashboard. I need a resolution today.,ACCOUNT,HIGH
"No rush, but can I get a copy of my receipt. Whenever convenient.",PAYMENT,LOW
"No rush, but i want to update my username.",ACCOUNT,LOW
Quick question - i want to track my shipment.,DELIVERY,LOW
I need help - the app is very slow. Let me know.,TECHNICAL,MEDIUM
I need help - can I get a refund instead of store credit. Please advise.,REFUND,MEDIUM
Please help immediately - my refund of $250 still hasn't shown up after a week.,REFUND,HIGH
Please help immediately - the tracking hasn't updated in 5 days.,DELIVERY,HIGH
This is really frustrating - my payment failed.,PAYMENT,HIGH
Could someone assist - i only received part of my delivery. Let me know.,DELIVERY,MEDIUM
I was only refunded part of the amount. Let me know.,REFUND,MEDIUM
I need to update my payment method. Let me know.,PAYMENT,MEDIUM
What are your business hours. No hurry.,OTHER,LOW
"Just wondering, i have a question about your privacy policy. Thanks.",OTHER,LOW
URGENT - my delivery #94012 shows delivered but I never received it. I want this escalated immediately.,DELIVERY,CRITICAL
"No rush, but the refund policy is unclear to me.",REFUND,LOW
This is urgent - my refund was sent to the wrong card. This is affecting my work.,REFUND,HIGH
I am extremely upset - my account is locked. I demand an immediate resolution.,ACCOUNT,CRITICAL
I need a refund because the delivery never arrived.,REFUND,HIGH
I'm having trouble - my login shows the wrong information. Let me know.,ACCOUNT,MEDIUM
URGENT - i think my account was hacked. I want this escalated immediately.,ACCOUNT,CRITICAL
Please help immediately - the courier never showed up. Please fix this ASAP.,DELIVERY,HIGH
How long does a refund usually take. No hurry.,REFUND,LOW
I am extremely upset - my parcel #96673 shows delivered but I never received it. This is completely unacceptable and needs fixing NOW.,DELIVERY,CRITICAL
"Just wondering, i need to reschedule my delivery. Thanks.",DELIVERY,LOW
Could someone assist - i keep getting logged out of my membership.,ACCOUNT,MEDIUM
I cannot access my profile.,ACCOUNT,HIGH
I need help - the transaction failed at checkout. Please advise.,PAYMENT,MEDIUM
Please help immediately - my two-factor authentication isn't working. This is affecting my work.,ACCOUNT,HIGH
I'm having trouble - i'm not sure who to contact about this. Please advise.,OTHER,MEDIUM
This needs to be resolved right now - my package was left at the wrong address. I want this escalated immediately.,DELIVERY,CRITICAL
I want to switch my payment method to a different card. No hurry.,PAYMENT,LOW
I need this fixed soon - the transaction failed at checkout. This is affecting my work.,PAYMENT,HIGH
I need this fixed soon - my subscription renewed but I cancelled it last month. Please fix this ASAP.,PAYMENT,HIGH
"No rush, but i want to update my username. No hurry.",ACCOUNT,LOW
I was billed in the wrong currency. This is affecting my work.,PAYMENT,HIGH
This is unacceptable - my shipment was left at the wrong address. I demand an immediate resolution.,DELIVERY,CRITICAL
I need to reset my password. Let me know.,ACCOUNT,MEDIUM
"Whenever you get a chance, do you have a loyalty program. Whenever convenient.",OTHER,LOW
I'm having trouble - the notifications are not working.,TECHNICAL,MEDIUM
This is an emergency - refund shows processed but I don't see it in my bank. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
I have a suggestion for a new feature.,OTHER,LOW
Could someone assist - my refund request was denied and I don't understand why. Let me know.,REFUND,MEDIUM
"Just wondering, can you expedite my package. Whenever convenient.",DELIVERY,LOW
Please help immediately - the tracking hasn't updated in several days. This is affecting my work.,DELIVERY,HIGH
"Just wondering, i need assistance. Whenever convenient.",OTHER,LOW
"No rush, but do you offer gift cards. No hurry.",OTHER,LOW
I need this fixed soon - the transaction failed at checkout. Please fix this ASAP.,PAYMENT,HIGH
"No rush, but i need help with something. Thanks.",OTHER,LOW
I want to dispute a charge and request a refund. Please fix this ASAP.,REFUND,HIGH
Please help immediately - please help me recover my old dashboard. This is affecting my work.,ACCOUNT,HIGH
Could someone assist - the notifications are not working.,TECHNICAL,MEDIUM
I'm having trouble - can you expedite my order.,DELIVERY,MEDIUM
Quick question - is there a student discount available. No hurry.,OTHER,LOW
"Whenever you get a chance, do you ship internationally. Thanks.",OTHER,LOW
Please help immediately - i was billed in the wrong currency. Please fix this ASAP.,PAYMENT,HIGH
